observation_date,10Y_3MTreasury,real_personal income,real_personal_income_chg,industrial_Prod,industrial_Prod_chg,real_manu,real_manu_chg,non_farm,non_farm_chg
1982-01-01,1.68000000,5129.60000000,0.00000000,48.91140000,0.00000000,555271.43300000,0.00000000,90565.00000000,0.00000000
1982-02-01,0.15000000,5148.50000000,0.00368450,49.91020000,0.02042060,564134.92900000,0.01596246,90563.00000000,-0.00002208
1982-03-01,0.55000000,5144.10000000,-0.00085462,49.56910000,-0.00683427,564585.52900000,0.00079875,90434.00000000,-0.00142442
1982-04-01,0.53000000,5173.50000000,0.00571529,49.11460000,-0.00916902,565222.71600000,0.00112859,90150.00000000,-0.00314041
1982-05-01,0.91000000,5174.70000000,0.00023195,48.78050000,-0.00680246,568131.94300000,0.00514705,90107.00000000,-0.00047698
1982-06-01,1.22000000,5152.60000000,-0.00427078,48.66060000,-0.00245795,560076.98900000,-0.01417796,89865.00000000,-0.00268570
1982-07-01,2.08000000,5133.20000000,-0.00376509,48.48630000,-0.00358195,557917.91600000,-0.00385496,89521.00000000,-0.00382796
1982-08-01,4.06000000,5143.30000000,0.00196758,48.05690000,-0.00885611,552802.65200000,-0.00916849,89363.00000000,-0.00176495
1982-09-01,4.15000000,5132.20000000,-0.00215815,47.93030000,-0.00263438,553870.13000000,0.00193103,89183.00000000,-0.00201426
1982-10-01,2.94000000,5121.50000000,-0.00208488,47.47380000,-0.00952425,548169.72000000,-0.01029196,88907.00000000,-0.00309476
1982-11-01,2.20000000,5124.70000000,0.00062482,47.32000000,-0.00323968,549662.41300000,0.00272305,88786.00000000,-0.00136097
1982-12-01,2.34000000,5153.90000000,0.00569789,46.98130000,-0.00715765,548151.95000000,-0.00274798,88771.00000000,-0.00016895
1983-01-01,2.34000000,5158.80000000,0.00095074,47.85230000,0.01853929,558612.22100000,0.01908279,88990.00000000,0.00246702
1983-02-01,2.33000000,5158.20000000,-0.00011631,47.56670000,-0.00596837,556258.94500000,-0.00421272,88917.00000000,-0.00082032
1983-03-01,1.85000000,5178.10000000,0.00385793,47.95990000,0.00826629,565588.27300000,0.01677156,89090.00000000,0.00194563
1983-04-01,1.89000000,5186.20000000,0.00156428,48.55640000,0.01243747,565536.23200000,-0.00009201,89364.00000000,0.00307554
1983-05-01,1.88000000,5210.00000000,0.00458910,48.86470000,0.00634932,574324.83900000,0.01554031,89644.00000000,0.00313325
1983-06-01,1.71000000,5224.50000000,0.00278311,49.15580000,0.00595727,589080.40900000,0.02569203,90021.00000000,0.00420552
1983-07-01,1.93000000,5255.40000000,0.00591444,49.88730000,0.01488126,588766.89300000,-0.00053221,90437.00000000,0.00462114
1983-08-01,2.11000000,5249.80000000,-0.00106557,50.48430000,0.01196697,587804.76600000,-0.00163414,90129.00000000,-0.00340569
1983-09-01,2.29000000,5296.00000000,0.00880034,51.21600000,0.01449361,596800.26900000,0.01530356,91247.00000000,0.01240444
1983-10-01,2.55000000,5357.90000000,0.01168807,51.61390000,0.00776906,603339.68300000,0.01095746,91520.00000000,0.00299188
1983-11-01,2.58000000,5392.60000000,0.00647642,51.84200000,0.00441935,609531.31100000,0.01026226,91875.00000000,0.00387893
1983-12-01,2.47000000,5443.10000000,0.00936468,52.09480000,0.00487636,620820.43200000,0.01852099,92230.00000000,0.00386395
1984-01-01,2.41000000,5465.70000000,0.00415205,53.13480000,0.01996360,624832.67700000,0.00646281,92673.00000000,0.00480321
1984-02-01,2.38000000,5506.30000000,0.00742814,53.37630000,0.00454504,624496.31400000,-0.00053832,93157.00000000,0.00522266
1984-03-01,2.43000000,5542.40000000,0.00655613,53.63140000,0.00477927,625030.68800000,0.00085569,93429.00000000,0.00291980
1984-04-01,2.56000000,5581.40000000,0.00703666,53.94910000,0.00592377,628493.32800000,0.00553995,93792.00000000,0.00388530
1984-05-01,3.19000000,5597.40000000,0.00286666,54.23960000,0.00538471,633458.81500000,0.00790062,94098.00000000,0.00326254
1984-06-01,3.30000000,5644.30000000,0.00837889,54.42880000,0.00348823,639093.22100000,0.00889467,94479.00000000,0.00404897
1984-07-01,2.83000000,5660.90000000,0.00294102,54.58650000,0.00289736,635680.08400000,-0.00534059,94789.00000000,0.00328115
1984-08-01,1.82000000,5699.40000000,0.00680104,54.65300000,0.00121825,635520.15200000,-0.00025159,95032.00000000,0.00256359
1984-09-01,1.73000000,5751.90000000,0.00921150,54.49490000,-0.00289280,634736.99600000,-0.00123231,95344.00000000,0.00328310
1984-10-01,2.04000000,5727.60000000,-0.00422469,54.47720000,-0.00032480,637399.98000000,0.00419541,95629.00000000,0.00298918
1984-11-01,2.65000000,5759.20000000,0.00551715,54.65940000,0.00334452,643058.50300000,0.00887751,95982.00000000,0.00369135
1984-12-01,3.16000000,5786.60000000,0.00475761,54.68920000,0.00054519,643827.69700000,0.00119615,96107.00000000,0.00130233
1985-01-01,3.36000000,5780.50000000,-0.00105416,54.65050000,-0.00070764,642219.49800000,-0.00249787,96372.00000000,0.00275734
1985-02-01,2.95000000,5784.50000000,0.00069198,54.81690000,0.00304480,644406.49600000,0.00340537,96503.00000000,0.00135932
1985-03-01,3.03000000,5810.90000000,0.00456392,54.89780000,0.00147582,650047.24800000,0.00875341,96842.00000000,0.00351284
1985-04-01,3.21000000,5798.60000000,-0.00211671,54.78330000,-0.00208569,649380.86800000,-0.00102513,97038.00000000,0.00202392
1985-05-01,3.11000000,5813.40000000,0.00255234,54.87040000,0.00158990,656903.98700000,0.01158506,97312.00000000,0.00282364
1985-06-01,2.98000000,5837.30000000,0.00411119,54.84010000,-0.00055221,646038.81100000,-0.01653998,97459.00000000,0.00151061
1985-07-01,2.99000000,5835.20000000,-0.00035976,54.55820000,-0.00514040,647278.91300000,0.00191955,97648.00000000,0.00193928
1985-08-01,2.96000000,5845.10000000,0.00169660,54.73810000,0.00329740,659042.75100000,0.01817430,97840.00000000,0.00196625
1985-09-01,3.04000000,5871.60000000,0.00453371,54.94160000,0.00371770,660810.88100000,0.00268288,98045.00000000,0.00209526
1985-10-01,2.84000000,5901.80000000,0.00514340,54.75380000,-0.00341817,654718.25900000,-0.00921992,98233.00000000,0.00191749
1985-11-01,2.31000000,5910.70000000,0.00150801,54.93900000,0.00338241,659509.85200000,0.00731856,98443.00000000,0.00213777
1985-12-01,1.93000000,5950.40000000,0.00671663,55.49450000,0.01011121,655986.28600000,-0.00534270,98609.00000000,0.00168625
1986-01-01,1.89000000,5932.00000000,-0.00309223,55.78020000,0.00514826,665846.17900000,0.01503064,98732.00000000,0.00124735
1986-02-01,1.41000000,5962.70000000,0.00517532,55.39940000,-0.00682680,662058.59900000,-0.00568837,98847.00000000,0.00116477
1986-03-01,1.01000000,6018.80000000,0.00940849,55.00010000,-0.00720766,662704.67100000,0.00097585,98934.00000000,0.00088015
1986-04-01,1.06000000,6038.80000000,0.00332292,55.06410000,0.00116363,676048.78300000,0.02013584,99121.00000000,0.00189015
1986-05-01,1.37000000,6043.60000000,0.00079486,55.17050000,0.00193229,669565.21700000,-0.00959038,99248.00000000,0.00128126
1986-06-01,1.40000000,6046.10000000,0.00041366,54.95880000,-0.00383720,673860.51600000,0.00641506,99155.00000000,-0.00093705
1986-07-01,1.30000000,6067.70000000,0.00357255,55.29440000,0.00610639,677842.29900000,0.00590891,99473.00000000,0.00320710
1986-08-01,1.48000000,6093.30000000,0.00421906,55.20290000,-0.00165478,678805.69400000,0.00142127,99588.00000000,0.00115609
1986-09-01,2.10000000,6101.50000000,0.00134574,55.35110000,0.00268464,694909.25600000,0.02372337,99934.00000000,0.00347431
1986-10-01,2.10000000,6105.00000000,0.00057363,55.58570000,0.00423840,685095.05800000,-0.01412299,100121.00000000,0.00187124
1986-11-01,1.75000000,6120.60000000,0.00255528,55.80300000,0.00390928,682995.64100000,-0.00306442,100308.00000000,0.00186774
1986-12-01,1.43000000,6146.60000000,0.00424795,56.34410000,0.00969661,697294.26400000,0.02093516,100509.00000000,0.00200383
1987-01-01,1.51000000,6139.80000000,-0.00110630,56.12590000,-0.00387263,675280.85900000,-0.03156975,100678.00000000,0.00168144
1987-02-01,1.50000000,6162.30000000,0.00366461,56.87790000,0.01339845,699638.65400000,0.03607061,100919.00000000,0.00239377
1987-03-01,1.48000000,6182.00000000,0.00319686,56.95160000,0.00129576,700310.11200000,0.00095972,101164.00000000,0.00242769
1987-04-01,2.21000000,6180.20000000,-0.00029117,57.31770000,0.00642827,698299.54700000,-0.00287096,101499.00000000,0.00331145
1987-05-01,2.77000000,6214.00000000,0.00546908,57.67740000,0.00627555,697134.33300000,-0.00166864,101728.00000000,0.00225618
1987-06-01,2.55000000,6218.60000000,0.00074026,57.98750000,0.00537646,700613.47400000,0.00499063,101900.00000000,0.00169078
1987-07-01,2.57000000,6241.70000000,0.00371466,58.37900000,0.00675146,706689.59500000,0.00867257,102247.00000000,0.00340530
1987-08-01,2.53000000,6281.80000000,0.00642453,58.81710000,0.00750441,703573.47300000,-0.00440946,102420.00000000,0.00169198
1987-09-01,2.80000000,6288.90000000,0.00113025,59.03910000,0.00377441,711327.60400000,0.01102107,102647.00000000,0.00221636
1987-10-01,3.17000000,6332.70000000,0.00696465,59.83400000,0.01346396,710507.63900000,-0.00115272,103138.00000000,0.00478338
1987-11-01,2.97000000,6367.30000000,0.00546370,60.13670000,0.00505900,708538.96000000,-0.00277081,103372.00000000,0.00226880
1987-12-01,3.03000000,6443.20000000,0.01192028,60.47390000,0.00560722,714542.73100000,0.00847345,103661.00000000,0.00279573
1988-01-01,2.66000000,6412.50000000,-0.00476471,60.45940000,-0.00023977,712911.68600000,-0.00228264,103753.00000000,0.00088751
1988-02-01,2.37000000,6442.00000000,0.00460039,60.76430000,0.00504305,720969.17900000,0.01130223,104214.00000000,0.00444325
1988-03-01,2.50000000,6446.50000000,0.00069854,60.89480000,0.00214764,732517.23600000,0.01601741,104489.00000000,0.00263880
1988-04-01,2.64000000,6473.30000000,0.00415729,61.24750000,0.00579196,728588.76400000,-0.00536298,104732.00000000,0.00232560
1988-05-01,2.63000000,6479.50000000,0.00095778,61.13530000,-0.00183191,730876.03600000,0.00313932,104962.00000000,0.00219608
1988-06-01,2.26000000,6504.60000000,0.00387376,61.29950000,0.00268585,738041.21400000,0.00980355,105326.00000000,0.00346792
1988-07-01,2.11000000,6537.00000000,0.00498109,61.31100000,0.00018760,735048.21300000,-0.00405533,105550.00000000,0.00212673
1988-08-01,1.96000000,6553.60000000,0.00253939,61.62340000,0.00509533,735473.42700000,0.00057848,105674.00000000,0.00117480
1988-09-01,1.50000000,6568.50000000,0.00227356,61.42550000,-0.00321144,738382.65400000,0.00395558,106013.00000000,0.00320798
1988-10-01,1.20000000,6608.60000000,0.00610489,61.69400000,0.00437115,744114.79600000,0.00776310,106276.00000000,0.00248083
1988-11-01,0.93000000,6607.80000000,-0.00012105,61.84940000,0.00251888,746987.21400000,0.00386018,106617.00000000,0.00320863
1988-12-01,0.76000000,6644.80000000,0.00559944,62.11710000,0.00432826,756723.98600000,0.01303472,106898.00000000,0.00263560
1989-01-01,0.53000000,6690.70000000,0.00690766,62.31030000,0.00311025,757588.37700000,0.00114228,107161.00000000,0.00246029
1989-02-01,0.33000000,6711.20000000,0.00306395,62.03530000,-0.00441340,749308.75700000,-0.01092892,107427.00000000,0.00248225
1989-03-01,0.22000000,6739.20000000,0.00417213,62.19500000,0.00257434,744848.45000000,-0.00595256,107621.00000000,0.00180588
1989-04-01,0.21000000,6719.10000000,-0.00298255,62.17530000,-0.00031675,751641.72300000,0.00912034,107791.00000000,0.00157962
1989-05-01,0.12000000,6688.60000000,-0.00453930,61.83210000,-0.00551988,748290.78100000,-0.00445816,107913.00000000,0.00113182
1989-06-01,-0.16000000,6705.20000000,0.00248183,61.82460000,-0.00012130,745983.20100000,-0.00308380,108027.00000000,0.00105641
1989-07-01,-0.13000000,6728.60000000,0.00348983,61.22850000,-0.00964179,738331.88300000,-0.01025669,108069.00000000,0.00038879
1989-08-01,-0.06000000,6739.60000000,0.00163481,61.83340000,0.00987939,757074.31200000,0.02538483,108120.00000000,0.00047192
1989-09-01,0.18000000,6755.90000000,0.00241854,61.62210000,-0.00341725,751769.92200000,-0.00700643,108369.00000000,0.00230300
1989-10-01,0.11000000,6789.00000000,0.00489942,61.55370000,-0.00110999,744512.08600000,-0.00965433,108476.00000000,0.00098737
1989-11-01,-0.07000000,6790.70000000,0.00025041,61.75750000,0.00331093,751170.81500000,0.00894375,108752.00000000,0.00254434
1989-12-01,-0.04000000,6800.30000000,0.00141370,62.11110000,0.00572562,753653.55800000,0.00330516,108836.00000000,0.00077240
1990-01-01,0.31000000,6798.60000000,-0.00024999,61.77810000,-0.00536136,747766.56200000,-0.00781128,109199.00000000,0.00333529
1990-02-01,0.47000000,6822.00000000,0.00344189,62.34260000,0.00913754,758876.71200000,0.01485778,109435.00000000,0.00216119
1990-03-01,0.42000000,6827.00000000,0.00073292,62.64460000,0.00484420,763298.94100000,0.00582734,109644.00000000,0.00190981
1990-04-01,0.75000000,6869.50000000,0.00622528,62.51040000,-0.00214224,754502.71700000,-0.01152396,109686.00000000,0.00038306
1990-05-01,0.75000000,6859.20000000,-0.00149938,62.68980000,0.00286992,760633.41800000,0.00812549,109839.00000000,0.00139489
1990-06-01,0.49000000,6866.50000000,0.00106426,62.89230000,0.00323019,762599.55800000,0.00258487,109856.00000000,0.00015477
1990-07-01,0.60000000,6891.90000000,0.00369912,62.79330000,-0.00157412,758513.69400000,-0.00535781,109824.00000000,-0.00029129
1990-08-01,1.06000000,6845.60000000,-0.00671803,63.02410000,0.00367555,766143.43400000,0.01005880,109616.00000000,-0.00189394
1990-09-01,1.30000000,6834.30000000,-0.00165070,63.03280000,0.00013804,752056.78300000,-0.01838644,109518.00000000,-0.00089403
1990-10-01,1.32000000,6765.20000000,-0.01011076,62.64660000,-0.00612697,748831.50200000,-0.00428861,109367.00000000,-0.00137877
1990-11-01,1.10000000,6761.40000000,-0.00056170,61.86810000,-0.01242685,739979.42900000,-0.01182118,109214.00000000,-0.00139896
1990-12-01,1.13000000,6788.20000000,0.00396368,61.43450000,-0.00700846,732277.33900000,-0.01040852,109166.00000000,-0.00043950
1991-01-01,1.68000000,6721.00000000,-0.00989953,61.22410000,-0.00342479,727451.47500000,-0.00659021,109055.00000000,-0.00101680
1991-02-01,1.74000000,6718.80000000,-0.00032733,60.77900000,-0.00727001,731756.92800000,0.00591854,108734.00000000,-0.00294347
1991-03-01,2.02000000,6721.70000000,0.00043162,60.43770000,-0.00561543,727526.36300000,-0.00578138,108574.00000000,-0.00147148
1991-04-01,2.21000000,6737.20000000,0.00230596,60.59820000,0.00265563,741861.79600000,0.01970435,108364.00000000,-0.00193416
1991-05-01,2.43000000,6735.10000000,-0.00031170,61.20410000,0.00999865,747946.80200000,0.00820234,108249.00000000,-0.00106124
1991-06-01,2.53000000,6772.90000000,0.00561239,61.69230000,0.00797659,744597.12900000,-0.00447849,108334.00000000,0.00078523
1991-07-01,2.52000000,6756.70000000,-0.00239189,61.85690000,0.00266808,754316.13100000,0.01305270,108292.00000000,-0.00038769
1991-08-01,2.40000000,6766.60000000,0.00146521,61.86810000,0.00018106,751137.81300000,-0.00421351,108310.00000000,0.00016622
1991-09-01,2.28000000,6785.10000000,0.00273402,62.38550000,0.00836295,754350.40200000,0.00427696,108336.00000000,0.00024005
1991-10-01,2.38000000,6771.40000000,-0.00201913,62.32290000,-0.00100344,755111.98000000,0.00100958,108357.00000000,0.00019384
1991-11-01,2.73000000,6788.50000000,0.00252533,62.24270000,-0.00128685,752667.31500000,-0.00323749,108296.00000000,-0.00056295
1991-12-01,2.90000000,6834.30000000,0.00674670,61.97050000,-0.00437320,743085.39700000,-0.01273062,108328.00000000,0.00029549
1992-01-01,3.13000000,6854.20000000,0.00291178,61.64710000,-0.00521861,757479.21700000,0.01937034,108369.00000000,0.00037848
1992-02-01,3.39000000,6892.50000000,0.00558781,62.07940000,0.00701250,759384.43100000,0.00251520,108311.00000000,-0.00053521
1992-03-01,3.40000000,6898.10000000,0.00081248,62.59550000,0.00831355,762440.89600000,0.00402492,108365.00000000,0.00049856
1992-04-01,3.64000000,6917.10000000,0.00275438,63.07260000,0.00762195,767521.88900000,0.00666411,108519.00000000,0.00142112
1992-05-01,3.67000000,6955.20000000,0.00550809,63.27610000,0.00322644,760844.12200000,-0.00870043,108649.00000000,0.00119795
1992-06-01,3.52000000,6986.20000000,0.00445710,63.31020000,0.00053891,768864.80500000,0.01054182,108715.00000000,0.00060746
1992-07-01,3.57000000,6976.80000000,-0.00134551,63.87690000,0.00895116,779161.33600000,0.01339186,108793.00000000,0.00071747
1992-08-01,3.39000000,7003.40000000,0.00381264,63.52210000,-0.00555443,766766.65800000,-0.01590772,108925.00000000,0.00121331
1992-09-01,3.45000000,6968.80000000,-0.00494046,63.72170000,0.00314221,777427.47800000,0.01390360,108959.00000000,0.00031214
1992-10-01,3.66000000,6928.50000000,-0.00578292,64.15560000,0.00680930,780574.06300000,0.00404743,109139.00000000,0.00165200
1992-11-01,3.67000000,6959.50000000,0.00447427,64.41440000,0.00403394,781904.28600000,0.00170416,109272.00000000,0.00121863
1992-12-01,3.48000000,7244.40000000,0.04093685,64.51610000,0.00157884,794075.56800000,0.01556620,109495.00000000,0.00204078
1993-01-01,3.53000000,6994.20000000,-0.03453702,64.77380000,0.00399435,796064.55500000,0.00250478,109794.00000000,0.00273072
1993-02-01,3.27000000,7033.50000000,0.00561894,65.08050000,0.00473494,795044.04100000,-0.00128195,110044.00000000,0.00227699
1993-03-01,2.96000000,7006.30000000,-0.00386721,65.01760000,-0.00096650,790017.62800000,-0.00632218,109994.00000000,-0.00045436
1993-04-01,3.04000000,7071.80000000,0.00934873,65.20410000,0.00286845,794099.68400000,0.00516704,110296.00000000,0.00274560
1993-05-01,3.01000000,7074.80000000,0.00042422,64.94330000,-0.00399975,795357.55700000,0.00158402,110568.00000000,0.00246609
1993-06-01,2.82000000,7056.20000000,-0.00262905,65.09840000,0.00238824,802710.59000000,0.00924494,110749.00000000,0.00163700
1993-07-01,2.69000000,7075.80000000,0.00277770,65.25540000,0.00241173,798826.54400000,-0.00483866,111055.00000000,0.00276300
1993-08-01,2.59000000,7088.10000000,0.00173832,65.19460000,-0.00093172,802920.02400000,0.00512437,111206.00000000,0.00135969
1993-09-01,2.35000000,7068.40000000,-0.00277931,65.52820000,0.00511699,810069.97000000,0.00890493,111448.00000000,0.00217614
1993-10-01,2.24000000,7040.30000000,-0.00397544,66.01520000,0.00743191,813530.07200000,0.00427136,111733.00000000,0.00255725
1993-11-01,2.54000000,7061.30000000,0.00298283,66.32920000,0.00475648,817703.51800000,0.00513005,111984.00000000,0.00224643
1993-12-01,2.65000000,7336.40000000,0.03895883,66.70380000,0.00564759,820289.07500000,0.00316197,112314.00000000,0.00294685
1994-01-01,2.71000000,7159.50000000,-0.02411264,66.91640000,0.00318722,821223.27700000,0.00113887,112595.00000000,0.00250191
1994-02-01,2.64000000,7168.40000000,0.00124310,66.96420000,0.00071432,828734.97200000,0.00914696,112781.00000000,0.00165194
1994-03-01,2.89000000,7191.00000000,0.00315273,67.63350000,0.00999489,842533.49200000,0.01665010,113242.00000000,0.00408757
1994-04-01,3.19000000,7265.60000000,0.01037408,68.03340000,0.00591275,838096.03200000,-0.00526681,113586.00000000,0.00303774
1994-05-01,2.92000000,7286.50000000,0.00287657,68.35310000,0.00469916,840124.36800000,0.00242017,113921.00000000,0.00294931
1994-06-01,2.85000000,7276.70000000,-0.00134495,68.80020000,0.00654103,847836.61200000,0.00917988,114238.00000000,0.00278263
1994-07-01,2.84000000,7294.50000000,0.00244616,68.88630000,0.00125145,844120.11300000,-0.00438351,114610.00000000,0.00325636
1994-08-01,2.62000000,7303.20000000,0.00119268,69.34120000,0.00660364,864053.14200000,0.02361397,114896.00000000,0.00249542
1994-09-01,2.71000000,7337.90000000,0.00475134,69.55740000,0.00311792,860312.52500000,-0.00432915,115247.00000000,0.00305494
1994-10-01,2.64000000,7396.90000000,0.00804045,70.11900000,0.00807391,866878.59500000,0.00763219,115458.00000000,0.00183085
1994-11-01,2.51000000,7393.10000000,-0.00051373,70.59420000,0.00677705,874515.95100000,0.00881018,115869.00000000,0.00355974
1994-12-01,2.05000000,7423.90000000,0.00416605,71.28140000,0.00973451,881083.29000000,0.00750968,116165.00000000,0.00255461
1995-01-01,1.88000000,7444.80000000,0.00281523,71.43030000,0.00208890,884976.22200000,0.00441835,116501.00000000,0.00289244
1995-02-01,1.53000000,7460.60000000,0.00212229,71.33430000,-0.00134397,879996.77200000,-0.00562665,116697.00000000,0.00168239
1995-03-01,1.29000000,7477.90000000,0.00231885,71.44510000,0.00155325,879685.79500000,-0.00035338,116907.00000000,0.00179953
1995-04-01,1.22000000,7490.40000000,0.00167159,71.32890000,-0.00162642,873103.22400000,-0.00748287,117069.00000000,0.00138572
1995-05-01,0.79000000,7490.50000000,0.00001335,71.66000000,0.00464188,879532.21000000,0.00736337,117049.00000000,-0.00017084
1995-06-01,0.53000000,7524.70000000,0.00456578,71.89670000,0.00330310,888009.84000000,0.00963879,117286.00000000,0.00202479
1995-07-01,0.69000000,7549.40000000,0.00328252,71.59240000,-0.00423246,877511.49000000,-0.01182234,117380.00000000,0.00080146
1995-08-01,0.92000000,7564.00000000,0.00193393,72.53390000,0.01315084,895287.98500000,0.02025785,117634.00000000,0.00216391
1995-09-01,0.76000000,7599.50000000,0.00469328,72.82470000,0.00400916,894193.85100000,-0.00122210,117875.00000000,0.00204873
1995-10-01,0.60000000,7623.00000000,0.00309231,72.71300000,-0.00153382,894660.95200000,0.00052237,118031.00000000,0.00132344
1995-11-01,0.41000000,7655.90000000,0.00431589,72.88840000,0.00241222,901984.79200000,0.00818616,118175.00000000,0.00122002
1995-12-01,0.42000000,7664.80000000,0.00116250,73.14290000,0.00349164,906259.78200000,0.00473954,118320.00000000,0.00122699
1996-01-01,0.50000000,7673.10000000,0.00108287,72.74710000,-0.00541132,897213.50700000,-0.00998199,118316.00000000,-0.00003381
1996-02-01,0.84000000,7739.70000000,0.00867967,73.78710000,0.01429610,905320.50300000,0.00903575,118739.00000000,0.00357517
1996-03-01,1.17000000,7762.50000000,0.00294585,73.67490000,-0.00152059,905771.10300000,0.00049772,118993.00000000,0.00213915
1996-04-01,1.42000000,7776.40000000,0.00179066,74.41530000,0.01004956,913875.56000000,0.00894758,119158.00000000,0.00138664
1996-05-01,1.58000000,7816.20000000,0.00511805,74.97180000,0.00747830,920828.76500000,0.00760848,119486.00000000,0.00275265
1996-06-01,1.68000000,7874.40000000,0.00744607,75.53170000,0.00746814,916487.77100000,-0.00471423,119769.00000000,0.00236848
1996-07-01,1.57000000,7866.10000000,-0.00105405,75.53230000,0.00000794,923725.29900000,0.00789703,120015.00000000,0.00205395
1996-08-01,1.45000000,7900.00000000,0.00430963,75.91290000,0.00503890,926896.00100000,0.00343252,120199.00000000,0.00153314
1996-09-01,1.59000000,7930.80000000,0.00389873,76.40320000,0.00645872,929730.34000000,0.00305788,120410.00000000,0.00175542
1996-10-01,1.41000000,7937.30000000,0.00081959,76.39310000,-0.00013219,937008.48500000,0.00782823,120665.00000000,0.00211776
1996-11-01,1.03000000,7966.50000000,0.00367883,77.06720000,0.00882410,943940.11200000,0.00739761,120961.00000000,0.00245307
1996-12-01,1.26000000,8001.60000000,0.00440595,77.55430000,0.00632046,937141.76100000,-0.00720210,121143.00000000,0.00150462
1997-01-01,1.41000000,8035.80000000,0.00427415,77.69450000,0.00180777,949228.00000000,0.01289692,121363.00000000,0.00181604
1997-02-01,1.28000000,8073.70000000,0.00471639,78.61200000,0.01180907,968611.00000000,0.02041975,121675.00000000,0.00257080
1997-03-01,1.41000000,8112.30000000,0.00478096,79.10210000,0.00623442,969052.00000000,0.00045529,121990.00000000,0.00258886
1997-04-01,1.58000000,8125.40000000,0.00161483,79.16830000,0.00083689,972290.00000000,0.00334141,122286.00000000,0.00242643
1997-05-01,1.51000000,8169.70000000,0.00545204,79.60840000,0.00555904,972051.00000000,-0.00024581,122546.00000000,0.00212616
1997-06-01,1.42000000,8201.60000000,0.00390467,79.98020000,0.00467036,985137.00000000,0.01346226,122814.00000000,0.00218693
1997-07-01,1.03000000,8242.60000000,0.00499902,80.64920000,0.00836457,995114.00000000,0.01012753,123111.00000000,0.00241829
1997-08-01,1.02000000,8295.70000000,0.00644214,81.45480000,0.00998894,992294.00000000,-0.00283385,123093.00000000,-0.00014621
1997-09-01,1.12000000,8323.80000000,0.00338730,82.21200000,0.00929595,1000316.00000000,0.00808430,123585.00000000,0.00399698
1997-10-01,0.92000000,8374.60000000,0.00610298,82.93090000,0.00874447,997419.00000000,-0.00289608,123929.00000000,0.00278351
